,0,1,2,3,4,5
0,1&1 Drillisch AG,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=DE0005545503&m=1202210&c=5643915,DRI,17/05/2018,Annual,Germany
1,1-Page Limited,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=AU0000001PG3&m=1069739&c=5643915,1PG,29/06/2016,Annual,Australia
2,1-PAGE LIMITED,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=AU0000001PG3&m=1137431&c=5643915,1PG,15/05/2017,Special,Australia
3,1-PAGE LIMITED,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=AU0000001PG3&m=1153034&c=5643915,1PG,26/06/2017,Annual,Australia
4,1-PAGE LIMITED,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=AU0000001PG3&m=1177607&c=5643915,1PG,31/10/2017,Special,Australia
5,1-PAGE LIMITED,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=AU0000001PG3&m=1233989&c=5643915,PGQW.F,30/05/2018,Annual,Australia
6,1-Page Ltd.,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=AU0000001PG3&m=1259256&c=5643915,1PG,12/09/2018,Special,Australia
7,1st Source Corporation,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=336901103&m=862883&c=355082,SRCE,24/04/2014,Annual,USA
8,1st Source Corporation,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=336901103&m=953499&c=5646462,SRCE,23/04/2015,Annual,USA
9,1st Source Corporation,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=336901103&m=1039150&c=5646452,SRCE,21/04/2016,Annual,USA
10,1st Source Corporation,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=336901103&m=1122984&c=5646452,SRCE,20/04/2017,Annual,USA
11,1st Source Corporation,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=336901103&m=1209757&c=5646452,SRCE,19/04/2018,Annual,USA
12,2G Energy AG,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=D8453H103&m=900803&c=355082,2GB,16/07/2014,Annual,Germany
13,2G Energy AG,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=DE000A0HL8N9&m=951609&c=5643915,2GB,08/07/2015,Annual,Germany
14,"2U, Inc.",https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=90214J101&m=1145795&c=5646452,TWOU,05/06/2017,Annual,USA
15,"2U, Inc.",https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=90214J101&m=1235967&c=5646452,TWOU,26/06/2018,Annual,USA
16,3-D Matrix Ltd.,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=J835A0107&m=818548&c=1216864,7777,25/07/2013,Annual,Japan
17,360 Capital Office Fund,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=Q9034Y124&m=928428&c=1218105,TOF,05/12/2014,Special,Australia
18,361 Degrees International Ltd.,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=G88493104&m=864719&c=355082,01361,16/05/2014,Annual,Cayman Islands
19,361 Degrees International Ltd.,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=KYG884931042&m=953664&c=5643915,01361,23/04/2015,Annual,Cayman Islands
20,361 Degrees International Ltd.,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=KYG884931042&m=1039874&c=5643915,1361,25/04/2016,Annual,Cayman Islands
21,361 Degrees International Ltd.,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=KYG884931042&m=1125007&c=5643915,1361,26/04/2017,Annual,Cayman Islands
22,361 Degrees International Ltd.,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=KYG884931042&m=1211427&c=5643915,1361,27/04/2018,Annual,Cayman Islands
23,3D Systems Corporation,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=88554D205&m=871137&c=355082,DDD,19/05/2014,Annual,USA
24,3D Systems Corporation,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=88554D205&m=961048&c=5646462,DDD,19/05/2015,Annual,USA
25,3D Systems Corporation,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=88554D205&m=1130668&c=5646452,DDD,16/05/2017,Annual,USA
26,3D Systems Corporation,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=88554D205&m=1218486&c=5646452,DDD,15/05/2018,Annual,USA
27,3i Group plc,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=G88473148&m=805747&c=355082,III,18/07/2013,Annual,United Kingdom
28,3i Group plc,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=G88473148&m=900836&c=355082,III,17/07/2014,Annual,United Kingdom
29,3i Group plc,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=GB00B1YW4409&m=981427&c=5643915,III,25/06/2015,Annual,United Kingdom
30,3i Group plc,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=GB00B1YW4409&m=1070667&c=5643915,III,30/06/2016,Annual,United Kingdom
31,3i Group plc,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=GB00B1YW4409&m=1151695&c=5643915,III,29/06/2017,Annual,United Kingdom
32,3i Group plc,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=GB00B1YW4409&m=1244881&c=5643915,III,28/06/2018,Annual,United Kingdom
33,3M Company,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=88579Y101&m=867587&c=355082,MMM,13/05/2014,Annual,USA
34,3M Company,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=88579Y101&m=956987&c=5646452,MMM,12/05/2015,Annual,USA
35,3M Company,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=88579Y101&m=1042828&c=5646462,MMM,10/05/2016,Annual,USA
36,3M Company,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=88579Y101&m=1126631&c=5646452,MMM,09/05/2017,Annual,USA
37,3M Company,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=88579Y101&m=1201374&c=5646452,MMM,08/05/2018,Annual,USA
38,3S Korea Co. Ltd.,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=Y8811G109&m=897218&c=355082,060310,25/06/2014,Annual,South Korea
39,3S Korea Co. Ltd.,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=KR7060310000&m=980948&c=5643915,060310,24/06/2015,Annual,South Korea
40,3S Korea Co. Ltd.,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=KR7060310000&m=1153436&c=5643915,060310,23/06/2017,Annual,South Korea
41,3S Korea Co. Ltd.,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=KR7060310000&m=1240672&c=5643915,A060310,15/06/2018,Annual,South Korea
42,3SBIO Inc.,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=KYG8875G1029&m=1060761&c=5643915,1530,28/06/2016,Annual,Cayman Islands
43,3SBIO Inc.,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=KYG8875G1029&m=1073728&c=5643915,1530,28/06/2016,Special,Cayman Islands
44,3SBio Inc.,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=KYG8875G1029&m=1143908&c=5643915,1530,30/06/2017,Annual,Cayman Islands
45,3SBio Inc.,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=KYG8875G1029&m=1182550&c=5643915,1530,09/11/2017,Special,Cayman Islands
46,3SBio Inc.,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=KYG8875G1029&m=1241107&c=5643915,1530,20/06/2018,Annual,Cayman Islands
47,"51job, Inc.",https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=316827104&m=1260782&c=5646452,JOBS,09/10/2018,Annual,Cayman Islands
48,7-Eleven Malaysia Holdings Berhad,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=MYL5250OO005&m=981881&c=5643961,SEM,23/06/2015,Annual,Malaysia
49,7-Eleven Malaysia Holdings Berhad,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=MYL5250OO005&m=1060077&c=5643961,SEM,26/05/2016,Annual,Malaysia
50,7-Eleven Malaysia Holdings Berhad,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=MYL5250OO005&m=1144779&c=5643961,SEM,24/05/2017,Annual,Malaysia
51,77 Bank Ltd.,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=J71348106&m=899752&c=355082,8341,27/06/2014,Annual,Japan
52,77 Bank Ltd.,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=JP3352000008&m=982085&c=5643915,8341,26/06/2015,Annual,Japan
53,77 Bank Ltd.,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=JP3352000008&m=1069989&c=5643915,8341,29/06/2016,Annual,Japan
54,77 Bank Ltd.,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=JP3352000008&m=1155842&c=5643915,8341,29/06/2017,Annual,Japan
55,77 Bank Ltd.,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=JP3352000008&m=1245499&c=5643915,8341,28/06/2018,Annual,Japan
56,888 Holdings plc,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=X19526106&m=867995&c=355082,888,14/05/2014,Annual,United Kingdom
57,888 Holdings plc,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=X19526106&m=876858&c=355082,888,14/05/2014,Special,United Kingdom
58,888 Holdings plc,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=GI000A0F6407&m=966744&c=5643915,888,13/05/2015,Annual,United Kingdom
59,888 Holdings plc,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=GI000A0F6407&m=1000243&c=5643915,888,29/09/2015,Special,United Kingdom
60,888 Holdings plc,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=GI000A0F6407&m=1050951&c=5643915,888,09/05/2016,Annual,Gibraltar
61,888 Holdings plc,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=GI000A0F6407&m=1135297&c=5643915,888,09/05/2017,Annual,Gibraltar
62,888 Holdings plc,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=GI000A0F6407&m=1213818&c=5643915,888,09/05/2018,Annual,Gibraltar
63,"8x8, Inc.",https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=282914100&m=1163802&c=5646452,EGHT,10/08/2017,Annual,USA
64,"8x8, Inc.",https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=282914100&m=1254426&c=5646452,EGHT,07/08/2018,Annual,USA
65,A & J Mucklow Group plc,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=G63252103&m=827402&c=355082,MKLW,12/11/2013,Annual,United Kingdom
66,A & J Mucklow Group plc,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=G63252103&m=917155&c=355082,MKLW,11/11/2014,Annual,United Kingdom
67,A & J Mucklow Group plc,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=GB0006091408&m=1002272&c=5643915,MKLW,10/11/2015,Annual,United Kingdom
68,A & J Mucklow Group plc,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=GB0006091408&m=1088028&c=5643915,MKLW,15/11/2016,Annual,United Kingdom
69,A&D Co.,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=JP3160130005&m=986150&c=5643915,7745,24/06/2015,Annual,Japan
70,A&D Co.,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=JP3160130005&m=1071351&c=5643915,7745,23/06/2016,Annual,Japan
71,A&D Co.,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=JP3160130005&m=1156230&c=5643915,7745,27/06/2017,Annual,Japan
72,A&D Co.,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=JP3160130005&m=1246258&c=5643915,7745,26/06/2018,Annual,Japan
73,A. M. Castle & Co.,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=148411101&m=862256&c=355082,CAS,24/04/2014,Annual,USA
74,A. M. Castle & Co.,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=148411101&m=973502&c=5646452,CAS,28/05/2015,Annual,USA
75,A. O. Smith Corporation,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=831865209&m=857624&c=355082,AOS,07/04/2014,Annual,USA
76,A. O. Smith Corporation,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=831865209&m=948066&c=5646577,AOS,14/04/2015,Annual,USA
77,A. O. Smith Corporation,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=831865209&m=1033743&c=5665758,AOS,11/04/2016,Annual,USA
78,A. O. Smith Corporation,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=831865209&m=1118983&c=5646452,AOS,13/04/2017,Annual,USA
79,A. O. Smith Corporation,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=831865209&m=1205462&c=5646542,AOS,09/04/2018,Annual,USA
80,"A. Schulman, Inc.",https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=808194104&m=837643&c=355082,SHLM,12/12/2013,Annual,USA
81,"A. Schulman, Inc.",https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=808194104&m=927633&c=355082,SHLM,12/12/2014,Annual,USA
82,"A. Schulman, Inc.",https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=808194104&m=1011522&c=5646452,SHLM,11/12/2015,Annual,USA
83,"A. Schulman, Inc.",https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=808194104&m=1098548&c=5646452,SHLM,09/12/2016,Annual,USA
84,"A. Schulman, Inc.",https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=808194104&m=1183884&c=5646452,SHLM,08/12/2017,Annual,USA
85,"A. Schulman, Inc.",https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=808194104&m=1239462&c=5646452,SHLM,14/06/2018,Special,USA
86,A.P. Moeller - Maersk A/S,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=K0514G135&m=843235&c=355082,MAERSK B,31/03/2014,Annual,Denmark
87,A.P. Moeller - Maersk A/S,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=DK0010244425&m=936185&c=5643915,MAERSK B,30/03/2015,Annual,Denmark
88,A.P. Moeller - Maersk A/S,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=DK0010244425&m=1023725&c=5643915,MAERSK B,12/04/2016,Annual,Denmark
89,A.P. Moller - Maersk A/S,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=DK0010244425&m=1110563&c=5643915,MAERSK B,28/03/2017,Annual,Denmark
90,A.P. Moller - Maersk A/S,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=DK0010244425&m=1191453&c=5643915,MAERSK B,10/04/2018,Annual,Denmark
91,A.S. Creation Tapeten AG,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=D0407X110&m=858709&c=355082,ACWN,15/05/2014,Annual,Germany
92,A.S. Creation Tapeten AG,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=DE000A1TNNN5&m=951615&c=5643915,ACWN,07/05/2015,Annual,Germany
93,"A10 Networks, Inc.",https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=002121101&m=971959&c=5646452,ATEN,10/06/2015,Annual,USA
94,"a2 Milk Co., Ltd.",https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=Q2774Q104&m=921737&c=355082,ATM,18/11/2014,Annual,New Zealand
95,"a2 Milk Co., Ltd.",https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=NZATME0002S8&m=936483&c=5643915,ATM,27/01/2015,Special,New Zealand
96,"a2 Milk Co., Ltd.",https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=NZATME0002S8&m=1002721&c=5643915,ATM,17/11/2015,Annual,New Zealand
97,A2A SpA,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=T0140L103&m=874391&c=355082,A2A,13/06/2014,Annual/Special,Italy
98,A2A SpA,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=IT0001233417&m=939439&c=5643915,A2A,11/06/2015,Annual,Italy
99,A2A SpA,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=IT0001233417&m=1022038&c=5643915,A2A,07/06/2016,Annual/Special,Italy
100,A2A SpA,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=IT0001233417&m=1107606&c=5643915,A2A,15/05/2017,Annual,Italy
101,A2A SpA,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=IT0001233417&m=1218139&c=5643915,A2A,27/04/2018,Annual,Italy
102,AA PLC,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=GB00BMSKPJ95&m=971178&c=5643915,AA.,09/06/2015,Annual,United Kingdom
103,AA plc,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=GB00BMSKPJ95&m=1048528&c=5643915,AA.,09/06/2016,Annual,United Kingdom
104,AA plc,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=GB00BMSKPJ95&m=1129492&c=5643915,AA.,08/06/2017,Annual,United Kingdom
105,AA plc,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=GB00BMSKPJ95&m=1228578&c=5643915,AA.,07/06/2018,Annual,United Kingdom
106,AAC Technologies Holdings Inc.,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=G2953R114&m=876769&c=355082,02018,23/05/2014,Annual,Hong Kong
107,AAC Technologies Holdings Inc.,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=KYG2953R1149&m=967171&c=5643915,02018,18/05/2015,Annual,Cayman Islands
108,AAC Technologies Holdings Inc.,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=KYG2953R1149&m=1054867&c=5643915,2018,30/05/2016,Annual,Cayman Islands
109,AAC Technologies Holdings Inc.,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=KYG2953R1149&m=1140114&c=5643915,2018,24/05/2017,Annual,Cayman Islands
110,AAC Technologies Holdings Inc.,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=KYG2953R1149&m=1230189&c=5643915,2018,28/05/2018,Annual,Cayman Islands
111,AAK AB,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=SE0001493776&m=939673&c=5643915,AAK,05/05/2015,Annual,Sweden
112,AAK AB,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=SE0001493776&m=1023739&c=5643915,AAK,11/05/2016,Annual,Sweden
113,AAK AB,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=SE0001493776&m=1111977&c=5643915,AAK,17/05/2017,Annual,Sweden
114,AAK AB,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=SE0001493776&m=1231817&c=5643915,AAK,30/05/2018,Annual,Sweden
115,Aalberts Industries,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=N00089271&m=850302&c=355082,AALB,22/04/2014,Annual,Netherlands
116,Aalberts Industries,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=NL0000852564&m=913530&c=5643915,AALB,21/04/2015,Annual,Netherlands
117,Aalberts Industries,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=NL0000852564&m=996975&c=5643915,AALB,19/04/2016,Annual,Netherlands
118,Aalberts Industries,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=NL0000852564&m=1100058&c=5643915,AALB,18/04/2017,Annual,Netherlands
119,Aalberts Industries,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=NL0000852564&m=1166290&c=5643915,AALB,18/04/2018,Annual,Netherlands
120,aamra networks limited,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=BD0649ANL001&m=1181503&c=5719582,AAMRANET,21/12/2017,Annual,Bangladesh
121,"AAON, Inc.",https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=000360206&m=866748&c=355082,AAON,20/05/2014,Annual,USA
122,"AAON, Inc.",https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=000360206&m=962739&c=5646452,AAON,19/05/2015,Annual,USA
123,"AAON, Inc.",https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=000360206&m=1050210&c=5646452,AAON,24/05/2016,Annual,USA
124,"AAON, Inc.",https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=000360206&m=1133554&c=5646452,AAON,16/05/2017,Annual,USA
125,"AAON, Inc.",https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=000360206&m=1220884&c=5646452,AAON,15/05/2018,Annual,USA
126,AAR CORP.,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=000361105&m=826795&c=355082,AIR,09/10/2013,Annual,USA
127,AAR CORP.,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=000361105&m=916360&c=355082,AIR,08/10/2014,Annual,USA
128,AAR CORP.,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=000361105&m=1000028&c=5646452,AIR,13/10/2015,Annual,USA
129,AAR CORP.,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=000361105&m=1086948&c=5646452,AIR,11/10/2016,Annual,USA
130,AAR Corp.,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=000361105&m=1172268&c=5646452,AIR,11/10/2017,Annual,USA
131,AAR Corp.,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=000361105&m=1264379&c=5646452,AIR,10/10/2018,Annual,USA
132,Aareal Bank AG,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=D00379111&m=851635&c=5165828,ARL,21/05/2014,Annual,Germany
133,Aareal Bank AG,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=DE0005408116&m=942069&c=5643915,ARL,20/05/2015,Annual,Germany
134,Aareal Bank AG,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=DE0005408116&m=1029712&c=5643915,ARL,25/05/2016,Annual,Germany
135,Aareal Bank AG,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=DE0005408116&m=1121175&c=5643915,ARL,31/05/2017,Annual,Germany
136,Aareal Bank AG,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=DE0005408116&m=1202799&c=5643915,ARL,23/05/2018,Annual,Germany
137,Aarhuskarlshamn AB,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=W9609T107&m=851538&c=355082,AAK,08/05/2014,Annual,Sweden
138,"Aaron's, Inc.",https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=002535300&m=888276&c=355082,AAN,10/06/2014,Annual,USA
139,"Aaron's, Inc.",https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=002535300&m=963273&c=5646452,AAN,06/05/2015,Annual,USA
140,"Aaron's, Inc.",https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=002535300&m=1047433&c=5646452,AAN,04/05/2016,Annual,USA
141,"Aaron's, Inc.",https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=002535300&m=1125717&c=5646452,AAN,02/05/2017,Annual,USA
142,"Aaron's, Inc.",https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=002535300&m=1219472&c=5646452,AAN,09/05/2018,Annual,USA
143,AB Grigeo Grigiskes,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=LT0000102030&m=1049299&c=5741879,GRG1L,29/04/2016,Annual,Lithuania
144,AB Grigeo Grigiskes,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=LT0000102030&m=1132457&c=5741879,GRG1L,25/04/2017,Annual,Lithuania
145,AB S.A.,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=X0006U101&m=928163&c=5489518,ABE,05/12/2014,Annual,Poland
146,AB Sagax,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=SE0001629288&m=939867&c=5643915,SAGA A,07/05/2015,Annual,Sweden
147,AB Sagax,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=SE0001629288&m=1025163&c=5643915,SAGA A,03/05/2016,Annual,Sweden
148,AB Sagax,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=SE0001629288&m=1088365&c=5643915,SAGA A,07/10/2016,Special,Sweden
149,AB Sagax,https://www.nbim.no//en/responsibility/our-voting-records/meeting/?s=SE0001629288&m=1113068&c=5643915,SAGA A,04/05/2017,Annual,Sweden
